epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
76,0.48438802785873414,0.6433395616531372,7.469999999999999,14.180000000000007,0.21399999999999864,1.4599999999999937
77,0.4842091739654541,0.6419261813163757,7.319999999999993,13.879999999999995,0.23999999999999488,1.4099999999999966
78,0.4874612133693695,0.6451032343864441,7.4140000000000015,14.280000000000001,0.2639999999999958,1.2800000000000011
79,0.4834737939453125,0.6577935567855835,7.359999999999999,14.459999999999994,0.2079999999999984,1.730000000000004
80,0.48477801285743716,0.6411037272453308,7.441999999999993,14.040000000000006,0.20399999999999352,1.5499999999999972
81,0.47033847496032716,0.625730756855011,6.878,13.719999999999999,0.20999999999999375,1.3100000000000023
82,0.47437587224960326,0.6311889992713928,7.079999999999998,13.579999999999998,0.23000000000000398,1.269999999999996
83,0.47074351528167724,0.6278825662612915,6.748000000000005,13.530000000000001,0.19599999999999795,1.3199999999999932
84,0.4714679695224762,0.6236613749027252,6.745999999999995,13.739999999999995,0.22400000000000375,1.5600000000000023
85,0.47117752298355103,0.628653502368927,6.725999999999999,13.739999999999995,0.21999999999999886,1.3299999999999983
86,0.46873405895233156,0.652308395576477,6.804000000000002,14.349999999999994,0.2079999999999984,1.9000000000000057
87,0.4679689750099182,0.6347179012298584,6.563999999999993,13.560000000000002,0.1880000000000024,1.8799999999999955
88,0.4702046654701233,0.6239936051368713,6.769999999999996,13.14,0.1979999999999933,1.269999999999996
89,0.46703842443466187,0.6322043255805969,6.5660000000000025,13.61,0.20199999999999818,1.4599999999999937
90,0.4646390874099731,0.6320403964042663,6.501999999999995,13.64,0.21399999999999864,1.4899999999999949
91,0.4683039613342285,0.6259303606987,6.573999999999998,13.730000000000004,0.18999999999999773,1.3799999999999955
92,0.46606168495178224,0.6340640296936035,6.599999999999994,13.930000000000007,0.20399999999999352,1.1200000000000045
93,0.4668034744930267,0.6403728204727173,6.560000000000002,13.700000000000003,0.20399999999999352,1.4500000000000028
94,0.4684050623893738,0.6419834285259247,6.641999999999996,14.219999999999999,0.20600000000000307,1.4000000000000057
95,0.46221118841171266,0.63809839553833,6.3160000000000025,13.519999999999996,0.17799999999999727,1.7399999999999949
96,0.4642752815628052,0.6296705787181854,6.445999999999998,13.790000000000006,0.2259999999999991,1.3100000000000023
97,0.4637677254295349,0.6468387563705444,6.424000000000007,13.819999999999993,0.17600000000000193,1.7099999999999937
98,0.4656962302017212,0.6457342053413391,6.510000000000005,14.11,0.19199999999999307,1.4599999999999937
99,0.4630287253665924,0.6396162590503692,6.376000000000005,13.64,0.20000000000000284,1.4200000000000017
100,0.46546768087387086,0.6284534824371338,6.474000000000004,13.400000000000006,0.18200000000000216,1.5400000000000063
